"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"4827","KN","Knowles Corporation",3181,"$1.85B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828","KSS","Kohl&#39;s Corporation",3833,"$7.66B","1992","Consumer Services","Department/Specialty Retail Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829","PHG","Koninklijke Philips N.V.",3830,"$42.62B","n/a","Energy","Consumer Electronics/Appliances","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4830","KTB","Kontoor Brands, Inc.",3638,"$1.95B","2019","Consumer Non-Durables","Apparel","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4831","KOP","Koppers Holdings Inc.",3433,"$548.31M","2006","Basic Industries","Forest Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4832","KEP","Korea Electric Power Corporation",427,"$13.65B","1994","Public Utilities","Electric Utilities: Central","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4833","KF","Korea Fund, Inc. (The)",3375,"$133.81M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4834","KFY","Korn Ferry ",3713,"$2.23B","1999","Technology","Diversified Commercial Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835","KOS","Kosmos Energy Ltd.",3990,"$2.54B","2011","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4836","KRA","Kraton Corporation",1456,"$870.03M","2009","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4837","KR","Kroger Company (The)",3288,"$18.92B","n/a","Consumer Services","Food Chains","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4838","KRO","Kronos Worldwide Inc",452,"$1.27B","n/a","Basic Industries","Major Chemicals","NYSE","Penson Worldwide","Dallas","Texas","Hacking",11,2007,32.802955,-96.769923,"Kronos Worldwide Inc"
"4839","KT","KT Corporation",503,"$5.51B","n/a","Public Utilities","Telecommunications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840","LB","L Brands, Inc.",3044,"$4.56B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","NYSE","L Brands, Inc.","Columbus","Ohio","Hacking",0,2014,39.961176,-82.998794,"L Brands, Inc."
"4841","SCX","L.S. Starrett Company (The)",3876,"$38.06M","n/a","Capital Goods","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842","LHX","L3Harris Technologies, Inc.",3237,"$47.2B","n/a","Capital Goods","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843","LH","Laboratory Corporation of America Holdings",3072,"$16.37B","n/a","Health Care","Medical Specialities","NYSE","Laboratory Corporation of America LabCorp","Burlington","North Carolina","Physical Loss",0,2010,36.095692,-79.437799,"Laboratory Corporation of America Holdings"
"4844","LH","Laboratory Corporation of America Holdings",3072,"$16.37B","n/a","Health Care","Medical Specialities","NYSE","Laboratory Corporation of America (LabCorp)","Burlington","North Carolina","Stationary Device",0,2013,36.095692,-79.437799,"Laboratory Corporation of America Holdings"
"4845","LH","Laboratory Corporation of America Holdings",3072,"$16.37B","n/a","Health Care","Medical Specialities","NYSE","Laboratory Corporation of America",NA,"North Carolina","Physical Loss",1580,2013,40.760537,-73.97889,"Laboratory Corporation of America Holdings"
"4846","LADR","Ladder Capital Corp",829,"$2.01B","2014","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4847","LAIX","LAIX Inc.",2274,"$304.74M","2018","Consumer Services","Other Consumer Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4848","LW","Lamb Weston Holdings, Inc.",4098,"$10.25B","2016","Consumer Non-Durables","Packaged Foods","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4849","LCI","Lannett Co Inc",394,"$405.03M","n/a","Health Care","Major Pharmaceuticals","NYSE","Gannett Co","Tysons Corner","Virginia","Hacking",18000,2017,38.918722,-77.231093,"Lannett Co Inc"
"4850","LPI","Laredo Petroleum, Inc.",1043,"$588.92M","2011","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4851","LVS","Las Vegas Sands Corp.",3943,"$42.7B","2004","Consumer Services","Hotels/Resorts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852","LTM","LATAM Airlines Group S.A.",2517,"$5.03B","n/a","Transportation","Air Freight/Delivery Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4853","LGI","Lazard Global Total Return and Income Fund",3001,"$148.69M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4854","LAZ","Lazard Ltd.",3640,"$3.67B","2005","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4855","LOR","Lazard World Dividend & Income Fund, Inc.",4255,"$50.14M","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856","LZB","La-Z-Boy Incorporated",3597,"$1.49B","n/a","Consumer Durables","Home Furnishings","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857","LCII","LCI Industries ",4220,"$2.12B","n/a","Capital Goods","Auto Parts:O.E.M.","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858","LEAF","Leaf Group Ltd.",1874,"$108.97M","n/a","Technology","EDP Services","NYSE","Lasko Group, Inc.","West Chester","Pennsylvania","Hacking",0,2014,39.960664,-75.605488,"Leaf Group Ltd."
"4859","LEAF","Leaf Group Ltd.",1874,"$108.97M","n/a","Technology","EDP Services","NYSE","Lasko Group, Inc.",NA,"Maryland","Hacking",210,2014,40.760537,-73.97889,"Leaf Group Ltd."
"4860","LEA","Lear Corporation",2772,"$6.85B","n/a","Capital Goods","Auto Parts:O.E.M.","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861","LEE","Lee Enterprises, Incorporated",338,"$102.93M","n/a","Consumer Services","Newspapers/Magazines","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862","LGC","Legacy Acquisition Corp.",380,"$381.38M","2017","Finance","Business Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863","LM","Legg Mason, Inc.",3679,"$3.19B","n/a","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864","LEG","Leggett & Platt, Incorporated",3688,"$4.89B","n/a","Consumer Durables","Home Furnishings","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4865","LDOS","Leidos Holdings, Inc.",4232,"$12.56B","n/a","Technology","EDP Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866","LEJU","Leju Holdings Limited",330,"$229.44M","2014","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867","LC","LendingClub Corporation",2859,"$1.14B","2014","Miscellaneous","Business Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868","LEN","Lennar Corporation",3896,"$16.43B","n/a","Basic Industries","Homebuilding","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869","LII","Lennox International, Inc.",3396,"$9.83B","1999","Capital Goods","Industrial Machinery/Components","NYSE","Lexmark International","Lexington","Kentucky","Unintended Disclosure",0,2008,37.988689,-84.477715,"Lennox International, Inc."
"4870","LHC","Leo Holdings Corp.",383,"$255M","2018","Consumer Services","Movies/Entertainment","NYSE","Lokai Holdings LLC",NA,"Maryland","Hacking",1847,2014,40.760537,-73.97889,"Leo Holdings Corp."
"4871","LEVI","Levi Strauss & Co",3056,"$6.63B","2019","Consumer Non-Durables","Apparel","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4872","LXP","Lexington Realty Trust",403,"$2.44B","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4873","LPL","LG Display Co., Ltd.",3882,"$4.14B","2004","Capital Goods","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874","USA","Liberty All-Star Equity Fund",3985,"$1.25B","1986","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875","ASG","Liberty All-Star Growth Fund, Inc.",2129,"$221.9M","n/a","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876","LBRT","Liberty Oilfield Services Inc.",438,"$1.21B","2018","Energy","Oilfield Services/Equipment","NYSE","Liberty Tax Services","Highland","California","Portable Device",0,2015,34.121651,-117.210412,"Liberty Oilfield Services Inc."
"4877","LPT","Liberty Property Trust",3913,"$7.74B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878","LSI","Life Storage, Inc.",2736,"$4.94B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4879","LITB","LightInTheBox Holding Co., Ltd.",2714,"$96.14M","2013","Consumer Services","Catalog/Specialty Distribution","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880","LNC","Lincoln National Corporation",3921,"$10.59B","n/a","Finance","Life Insurance","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881","LIN","Linde plc",3131,"$102.12B","2018","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882","LNN","Lindsay Corporation",4239,"$952M","n/a","Capital Goods","Industrial Machinery/Components","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883","LN","LINE Corporation",3653,"$8.51B","2016","Technology","Computer Software: Programming, Data Processing","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4884","LINX","Linx S.A.",2423,"$1.38B","2019","Technology","Computer Software: Prepackaged Software","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885","LAD","Lithia Motors, Inc.",2902,"$3.04B","n/a","Consumer Durables","Automotive Aftermarket","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886","LAC","Lithium Americas Corp.",1557,"$284.72M","n/a","Basic Industries","Precious Metals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887","LYV","Live Nation Entertainment, Inc.",4071,"$14.82B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888","LTHM","Livent Corporation",2268,"$897.78M","2018","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889","RAMP","LiveRamp Holdings, Inc.",3764,"$2.87B","2018","Technology","EDP Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4890","LYG","Lloyds Banking Group Plc",3164,"$41.94B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4891","SCD","LMP Capital and Income Fund Inc.",2883,"$245.65M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892","LMT","Lockheed Martin Corporation",3708,"$108.47B","n/a","Capital Goods","Military/Government/Technical","NYSE","Lockheed Martin","Bethesda","Maryland","Hacking",0,2011,38.984652,-77.094709,"Lockheed Martin Corporation"
"4893","LMT","Lockheed Martin Corporation",3708,"$108.47B","n/a","Capital Goods","Military/Government/Technical","NYSE","Lockheed Martin","Fortworth","Texas","Hacking",0,2014,32.755488,-97.330766,"Lockheed Martin Corporation"
"4894","L","Loews Corporation",3839,"$14.54B","n/a","Finance","Property-Casualty Insurers","NYSE","Lowes Corporation","Mooresville","North Carolina","Unintended Disclosure",35000,2014,35.5418,-80.853851,"Loews Corporation"
"4895","LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima",3739,"$572.18M","2017","Capital Goods","Building Materials","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896","LPX","Louisiana-Pacific Corporation",3303,"$2.87B","n/a","Basic Industries","Forest Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897","LOW","Lowe&#39;s Companies, Inc.",2771,"$87.07B","n/a","Consumer Services","RETAIL: Building Materials","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898","LXU","Lsb Industries Inc.",3733,"$134.42M","n/a","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899","LKSD","LSC Communications, Inc.",283,"$43.62M","2016","Miscellaneous","Publishing","NYSE","L-3 Communications Corporation","New York","New York","Portable Device",0,2012,40.714353,-74.005973,"LSC Communications, Inc."
"4900","LKSD","LSC Communications, Inc.",283,"$43.62M","2016","Miscellaneous","Publishing","NYSE","LifeSize Communications","Austin","Texas","Stationary Device",0,2012,30.267153,-97.743061,"LSC Communications, Inc."
"4901","LKSD","LSC Communications, Inc.",283,"$43.62M","2016","Miscellaneous","Publishing","NYSE","Cox Communications","Atlanta","Georgia","Hacking",0,2015,33.748995,-84.387982,"LSC Communications, Inc."
"4902","LTC","LTC Properties, Inc.",3848,"$1.94B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903","LUB","Luby&#39;s, Inc.",304,"$44.5M","n/a","Consumer Services","Restaurants","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4904","LL","Lumber Liquidators Holdings, Inc",2629,"$270.08M","2007","Consumer Services","RETAIL: Building Materials","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905","LXFR","Luxfer Holdings PLC",768,"$410.44M","2012","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906","LDL","Lydall, Inc.",3175,"$352.62M","n/a","Capital Goods","Auto Parts:O.E.M.","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907","WLH","Lyon William Homes",3094,"$668.54M","2013","Capital Goods","Homebuilding","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908","LYB","LyondellBasell Industries NV",4149,"$25.94B","n/a","Basic Industries","Major Chemicals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","TD Bank","Mount Laurel","New Jersey","Insider",0,2010,40.008333,-74.791389,"M&T Bank Corporation"
"4910","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","TD Bank","Elmwood Park","New Jersey","Insider",0,2011,40.903988,-74.118476,"M&T Bank Corporation"
"4911","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","TD Bank","Cherry Hill","New Jersey","Portable Device",260000,2012,39.926813,-75.024631,"M&T Bank Corporation"
"4912","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","M&T Bank",NA,"Maryland","Unintended Disclosure",1,2014,40.760537,-73.97889,"M&T Bank Corporation"
"4913","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","TD Bank","Greenville","South Carolina","Unintended Disclosure",8,2014,35.599329,-77.338203,"M&T Bank Corporation"
"4914","MTB","M&T Bank Corporation",2971,"$19.54B","n/a","Finance","Major Banks","NYSE","TCM Bank",NA,NA,"Unknown",9549,2017,0,0,"M&T Bank Corporation"
"4915","MDC","M.D.C. Holdings, Inc.",3704,"$2.4B","n/a","Capital Goods","Homebuilding","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916","MHO","M/I Homes, Inc.",1775,"$998.09M","1993","Capital Goods","Homebuilding","NYSE","MCI","Colorado Springs","Colorado","Portable Device",16500,2005,38.833882,-104.821363,"M/I Homes, Inc."
"4917","MAC","Macerich Company (The)",3522,"$4.03B","1994","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4918","CLI","Mack-Cali Realty Corporation",3185,"$1.84B","n/a","Consumer Services","Real Estate Investment Trusts","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919","MFD","Macquarie First Trust Global",2647,"$83.76M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920","MGU","Macquarie Global Infrastructure Total Return Fund Inc.",3277,"$289.76M","2005","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921","MIC","Macquarie Infrastructure Corporation ",3695,"$3.26B","2004","Energy","Oil Refining/Marketing","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4922","BMA","Macro Bank Inc.",3280,"$1.49B","n/a","Finance","Commercial Banks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4923","M","Macy&#39;s Inc",2950,"$4.56B","n/a","Consumer Services","Department/Specialty Retail Stores","NYSE","Macy's","Lafayette","Indiana","Unintended Disclosure",0,2013,40.416702,-86.875287,"Macy&#39;s Inc"
"4924","MCN","Madison Covered Call & Equity Strategy Fund",2282,"$132.59M","2004","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925","MMP","Magellan Midstream Partners L.P.",4050,"$15.23B","n/a","Energy","Natural Gas Distribution","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4926","MGA","Magna International, Inc.",3889,"$15.74B","n/a","Capital Goods","Auto Parts:O.E.M.","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4927","MX","MagnaChip Semiconductor Corporation",375,"$347.48M","2011","Technology","Semiconductors","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4928","MGY","Magnolia Oil & Gas Corporation",384,"$2.65B","2017","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4929","MAIN","Main Street Capital Corporation",3794,"$2.78B","2007","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930","MMD","MainStay MacKay DefinedTerm Municipal Opportunitie",3211,"$582.78M","2012","n/a","n/a","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931","MNK","Mallinckrodt plc",1053,"$217.58M","2013","Health Care","Major Pharmaceuticals","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4932","MANU","Manchester United Ltd.",3077,"$2.81B","2012","Consumer Services","Services-Misc. Amusement & Recreation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933","MTW","Manitowoc Company, Inc. (The)",586,"$441.84M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934","MN","Manning & Napier, Inc.",352,"$29.68M","2011","Finance","Investment Managers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935","MAN","ManpowerGroup",4197,"$4.89B","n/a","Technology","Professional Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4936","MFC","Manulife Financial Corp",3046,"$32.51B","n/a","Finance","Life Insurance","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4937","MRO","Marathon Oil Corporation",2763,"$9.52B","n/a","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938","MPC","Marathon Petroleum Corporation",3855,"$32.4B","n/a","Energy","Integrated oil Companies","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939","MMI","Marcus & Millichap, Inc.",3671,"$1.41B","2013","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940","MCS","Marcus Corporation (The)",1715,"$1.04B","n/a","Consumer Services","Movies/Entertainment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4941","MPX","Marine Products Corporation",743,"$515.11M","n/a","Capital Goods","Marine Transportation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942","HZO","MarineMax, Inc.",702,"$313.1M","1998","Consumer Services","Other Specialty Stores","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943","MKL","Markel Corporation",2782,"$15.8B","1986","Finance","Property-Casualty Insurers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4944","VAC","Marriott Vacations Worldwide Corporation",4326,"$4.29B","n/a","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945","MMC","Marsh & McLennan Companies, Inc.",2694,"$50.58B","n/a","Finance","Specialty Insurers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4946","MLM","Martin Marietta Materials, Inc.",3395,"$15.85B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4947","MAS","Masco Corporation",3747,"$11.79B","n/a","Basic Industries","Forest Products","NYSE","Mapco","Brentwood","Tennessee","Card Fraud",0,2013,36.033116,-86.782777,"Masco Corporation"
"4948","DOOR","Masonite International Corporation",3925,"$1.34B","n/a","Basic Industries","Forest Products","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949","MTZ","MasTec, Inc.",4030,"$4.8B","n/a","Basic Industries","Water Supply","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950","MA","Mastercard Incorporated",3536,"$285.47B","2006","Miscellaneous","Business Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951","MTDR","Matador Resources Company",766,"$1.83B","2012","Energy","Oil & Gas Production","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952","MTRN","Materion Corporation",3971,"$1.2B","n/a","Capital Goods","Industrial Specialties","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953","MATX","Matson, Inc.",3656,"$1.52B","n/a","Consumer Services","Marine Transportation","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954","MLP","Maui Land & Pineapple Company, Inc.",416,"$203.18M","n/a","Finance","Real Estate","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955","MAXR","Maxar Technologies Inc.",4077,"$421.93M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4956","MMS","Maximus, Inc.",4145,"$4.91B","1997","Miscellaneous","Business Services","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4957","MXL","MaxLinear, Inc",3149,"$1.41B","2010","Technology","Semiconductors","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4958","MEC","Mayville Engineering Company, Inc.",2866,"$260.97M","2019","Capital Goods","Industrial Specialties","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4959","MBI","MBIA, Inc.",2605,"$762.81M","1987","Finance","Property-Casualty Insurers","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4960","MKC","McCormick & Company, Incorporated",3065,"$21.58B","n/a","Consumer Non-Durables","Packaged Foods","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4961","MDR","McDermott International, Inc.",3736,"$857.76M","n/a","Capital Goods","Metal Fabrications","NYSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Monticello","Minnesota","Insider",0,2011,45.30552,-93.794138,"McDonald&#39;s Corporation"
"4963","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Peoria","Illinois","Insider",0,2011,40.693649,-89.588986,"McDonald&#39;s Corporation"
"4964","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Olympia","Washington","Insider",16,2011,47.037874,-122.900695,"McDonald&#39;s Corporation"
"4965","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Savannah","Georgia","Insider",0,2011,32.083541,-81.099834,"McDonald&#39;s Corporation"
"4966","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Oak Park","Michigan","Insider",100,2011,42.45948,-83.182705,"McDonald&#39;s Corporation"
"4967","MCD","McDonald&#39;s Corporation",3241,"$165.54B","n/a","Consumer Services","Restaurants","NYSE","McDonald's","Norfolk","Virginia","Insider",185,2011,36.850769,-76.285873,"McDonald&#39;s Corporation"
