"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"880","DNBF","DNB Financial Corp",1951,"$178.42M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","DOCU","DocuSign, Inc.",2030,"$8.11B","2018","Technology","Computer Software: Prepackaged Software","NASDAQ","DocuSign, Inc.","San Francisco","California","Unintended Disclosure",0,2012,37.77493,-122.419416,"DocuSign, Inc."
"882","DOCU","DocuSign, Inc.",2030,"$8.11B","2018","Technology","Computer Software: Prepackaged Software","NASDAQ","DocuSign","San Francisco","California","Hacking",0,2017,37.77493,-122.419416,"DocuSign, Inc."
"883","DOGZ","Dogness (International) Corporation",1059,"$69.19M","2017","Consumer Durables","Miscellaneous manufacturing industries","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","DLTR","Dollar Tree, Inc.",462,"$24.12B","1995","Consumer Services","Department/Specialty Retail Stores","NASDAQ","Dollar Tree","Carmichael","California","Hacking",0,2006,38.617127,-121.328284,"Dollar Tree, Inc."
"885","DLPN","Dolphin Entertainment, Inc.",251,"$14.66M","n/a","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","DOMO","Domo, Inc.",1296,"$679.64M","2018","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","DGICA","Donegal Group, Inc.",700,"$412.31M","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","DGICB","Donegal Group, Inc.",566,"$342.88M","1986","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","DMLP","Dorchester Minerals, L.P.",885,"$622.5M","n/a","Energy","Oil & Gas Production","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","DORM","Dorman Products, Inc.",2458,"$2.33B","n/a","Capital Goods","Auto Parts:O.E.M.","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","DOYU","DouYu International Holdings Limited",2633,"$3.07B","2019","Technology","Computer Software: Programming, Data Processing","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","DOVA","Dova Pharmaceuticals, Inc.",725,"$431.74M","2017","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","LYL","Dragon Victory International Limited",224,"$10.3M","2017","Finance","Finance/Investors Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","DBX","Dropbox, Inc.",880,"$7.4B","2018","Technology","Computer Software: Prepackaged Software","NASDAQ","Dropbox","San Francisco","California","Hacking",0,2011,37.77493,-122.419416,"Dropbox, Inc."
"895","DBX","Dropbox, Inc.",880,"$7.4B","2018","Technology","Computer Software: Prepackaged Software","NASDAQ","Dropbox","San Francisco","California","Unknown",6.8e+07,2012,37.77493,-122.419416,"Dropbox, Inc."
"896","DCAR","DropCar, Inc.",206,"$3.19M","n/a","Consumer Services","Telecommunications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","DRYS","DryShips Inc.",2086,"$450.07M","2005","Transportation","Marine Transportation","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","DSPG","DSP Group, Inc.",653,"$317.24M","1994","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","DLTH","Duluth Holdings Inc.",2614,"$300.74M","2015","Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","DNKN","Dunkin&#39; Brands Group, Inc.",2568,"$6.82B","2011","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","DRRX","DURECT Corporation",327,"$318.62M","2000","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","DXPE","DXP Enterprises, Inc.",1686,"$571.36M","n/a","Capital Goods","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","DYAI","Dyadic International, Inc.",2266,"$165.38M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","DYNT","Dynatronics Corporation",280,"$10.77M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","DVAX","Dynavax Technologies Corporation",1869,"$269.74M","2004","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","ETFC","E*TRADE Financial Corporation",1960,"$10.01B","n/a","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","SSP","E.W. Scripps Company (The)",583,"$999.59M","n/a","Consumer Services","Broadcasting","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","EBMT","Eagle Bancorp Montana, Inc.",811,"$105.02M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","EGBN","Eagle Bancorp, Inc.",1942,"$1.41B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","EGLE","Eagle Bulk Shipping Inc.",1900,"$336.52M","n/a","Transportation","Marine Transportation","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","EFBI","Eagle Financial Bancorp, Inc.",793,"$26.02M","2017","Finance","Savings Institutions","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","EGRX","Eagle Pharmaceuticals, Inc.",2221,"$770.68M","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","EWBC","East West Bancorp, Inc.",1950,"$5.99B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","EML","Eastern Company (The)",1173,"$137.57M","n/a","Capital Goods","Industrial Machinery/Components","NASDAQ","EMC",NA,"Connecticut","Physical Loss",7461,2012,40.760537,-73.97889,"Eastern Company (The)"
"915","EAST","Eastside Distilling, Inc.",2093,"$48.5M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","EVGBC","Eaton Vance NextShares Trust",2697,"$62.49M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","EVSTC","Eaton Vance NextShares Trust",2696,"$44.99M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","EVLMC","Eaton Vance NextShares Trust II",2695,"$69.97M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","EBAY","eBay Inc.",1930,"$33.79B","1998","Miscellaneous","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","EBIX","Ebix, Inc.",1763,"$1.08B","n/a","Technology","EDP Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","ECHO","Echo Global Logistics, Inc.",1087,"$546.74M","2009","Transportation","Oil Refining/Marketing","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","SATS","EchoStar Corporation",1969,"$4.12B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","SATSV","EchoStar Corporation",1730,"$3.33B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","EEI","Ecology and Environment, Inc.",743,"$65.29M","1987","Consumer Services","Military/Government/Technical","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","EDAP","EDAP TMS S.A.",1554,"$91.92M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","EDSA","Edesa Biotech, Inc.",1600,"$28.66M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","EDNT","Edison Nation, Inc.",1019,"$13.04M","2018","Consumer Non-Durables","Recreational Products/Toys","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","EDIT","Editas Medicine, Inc.",1296,"$1.23B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","EDTX","EdtechX Holdings Acquisition Corp.",374,"$79.85M","2018","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","EDTXU","EdtechX Holdings Acquisition Corp.",395,"$81.51M","2018","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","EDUC","Educational Development Corporation",2127,"$49.6M","n/a","Consumer Durables","Consumer Specialties","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","EGAN","eGain Corporation",2401,"$217.69M","1999","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","EHTH","eHealth, Inc.",2573,"$1.9B","2006","Finance","Specialty Insurers","NASDAQ","Health Net","Mountain View","California","Portable Device",5000,2008,37.386052,-122.083851,"eHealth, Inc."
"934","EHTH","eHealth, Inc.",2573,"$1.9B","2006","Finance","Specialty Insurers","NASDAQ","Health Net","Los Angeles","California","Unknown",18,2010,34.052234,-118.243685,"eHealth, Inc."
"935","EHTH","eHealth, Inc.",2573,"$1.9B","2006","Finance","Specialty Insurers","NASDAQ","Health Net","Shelton","Connecticut","Portable Device",1500000,2009,41.316486,-73.093164,"eHealth, Inc."
"936","EIDX","Eidos Therapeutics, Inc.",1962,"$1.54B","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","EIGR","Eiger BioPharmaceuticals, Inc.",448,"$266.46M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","EKSO","Ekso Bionics Holdings, Inc.",164,"$49.32M","n/a","Capital Goods","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","LOCO","El Pollo Loco Holdings, Inc.",384,"$376.11M","2014","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","ESLT","Elbit Systems Ltd.",790,"$6.85B","n/a","Capital Goods","Military/Government/Technical","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","ERI","Eldorado Resorts, Inc.",1831,"$2.99B","n/a","Consumer Services","Hotels/Resorts","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","SOLO","Electrameccanica Vehicles Corp. Ltd.",1036,"$89.07M","n/a","Capital Goods","Auto Manufacturing","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","ECOR","electroCore, Inc.",353,"$56.52M","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","EA","Electronic Arts Inc.",2675,"$27.61B","n/a","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","ELSE","Electro-Sensors, Inc.",1605,"$13.17M","n/a","Capital Goods","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","ESBK","Elmira Savings Bank NY (The)",683,"$49.07M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","ELOX","Eloxx Pharmaceuticals, Inc.",2274,"$247.63M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","ELTK","Eltek Ltd.",2286,"$27.95M","1997","Technology","Electrical Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","EMCI","EMC Insurance Group Inc.",1771,"$778.96M","1982","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","EMCF","Emclaire Financial Corp",1701,"$88.94M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","EMKR","EMCORE Corporation",1073,"$81.97M","1997","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","EMMA","Emmaus Life Sciences, Inc.",1579,"$166.14M","n/a","Health Care","Misc Health and Biotechnology Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","EMMS","Emmis Communications Corporation",1923,"$65.02M","1994","Consumer Services","Broadcasting","NASDAQ","Staminus Communications Inc.","Newport Beach","California","Hacking",0,2016,33.61891,-117.928947,"Emmis Communications Corporation"
"954","EMMS","Emmis Communications Corporation",1923,"$65.02M","1994","Consumer Services","Broadcasting","NASDAQ","Staminus Communications Inc.","Newport Beach","California","Hacking",0,2016,33.670409,-117.862143,"Emmis Communications Corporation"
"955","NYNY","Empire Resorts, Inc.",2643,"$333.34M","n/a","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","ENTA","Enanta Pharmaceuticals, Inc.",2455,"$1.39B","2013","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","ECPG","Encore Capital Group Inc",1801,"$1.15B","n/a","Finance","Finance Companies","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","WIRE","Encore Wire Corporation",2196,"$1.13B","1992","Capital Goods","Metal Fabrications","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","ENDP","Endo International plc",1033,"$528.76M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","ELGX","Endologix, Inc.",2097,"$94.4M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","NDRA","ENDRA Life Sciences Inc.",332,"$12.62M","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","EIGI","Endurance International Group Holdings, Inc.",2079,"$736.12M","2013","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","WATT","Energous Corporation",1586,"$111.52M","2014","Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","EFOI","Energy Focus, Inc.",101,"$4.95M","n/a","Consumer Durables","Building Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","ERII","Energy Recovery, Inc.",2642,"$531.51M","2008","Technology","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","ENG","ENGlobal Corporation",255,"$28.77M","n/a","Consumer Services","Military/Government/Technical","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","ENLV","Enlivex Therapeutics Ltd.",1476,"$282.07M","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","ENOB","Enochian Biosciences, Inc.",1906,"$182.31M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","ENPH","Enphase Energy, Inc.",1530,"$3.62B","2012","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","ESGR","Enstar Group Limited",892,"$3.84B","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","ESGRO","Enstar Group Limited",1402,"$115940","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","ESGRP","Enstar Group Limited",1420,"$427040","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","ETTX","Entasis Therapeutics Holdings Inc.",2414,"$97.2M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","ENFC","Entegra Financial Corp.",1616,"$207.95M","2014","Finance","Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","ENTG","Entegris, Inc.",1978,"$5.79B","2000","Consumer Non-Durables","Plastic Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","ENTX","Entera Bio Ltd.",1054,"$30.94M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","EBTC","Enterprise Bancorp Inc",1500,"$341.52M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","EFSC","Enterprise Financial Services Corporation",1847,"$1.06B","n/a","Finance","Major Banks","NASDAQ","Ameriprise Financial Services, Inc.","Minneapolis","Minnesota","Physical Loss",2,2014,44.853231,-93.374696,"Enterprise Financial Services Corporation"
"979","EVSI","Envision Solar International, Inc.",1914,"$24.76M","n/a","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","EPZM","Epizyme, Inc.",605,"$1.18B","2013","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","PLUS","ePlus inc.",2563,"$1.1B","1996","Technology","Retail: Computer Software & Peripheral Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","EPSN","Epsilon Energy Ltd.",1601,"$104.75M","n/a","Energy","Oil & Gas Production","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","EQ","Equillium, Inc.",1603,"$67.07M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","EQIX","Equinix, Inc.",2214,"$47.18B","2000","Consumer Services","Real Estate Investment Trusts","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","EQBK","Equity Bancshares, Inc.",1322,"$393.77M","2015","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","ERIC","Ericsson",2439,"$25.91B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","ERIE","Erie Indemnity Company",1168,"$11.47B","n/a","Finance","Specialty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","ERYP","Erytech Pharma S.A.",2089,"$93.63M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","ESCA","Escalade, Incorporated",397,"$149.45M","n/a","Consumer Non-Durables","Recreational Products/Toys","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","ESPR","Esperion Therapeutics, Inc.",1794,"$995.53M","2013","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","ESQ","Esquire Financial Holdings, Inc.",1237,"$177.23M","2017","Finance","Commercial Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","ESSA","ESSA Bancorp, Inc.",750,"$174.56M","n/a","Finance","Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","EPIX","ESSA Pharma Inc.",1054,"$38.17M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","ESTA","Establishment Labs Holdings Inc.",980,"$407.54M","2018","Health Care","Industrial Specialties","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","ESTR","Estre Ambiental, Inc.",166,"$34.3M","n/a","Public Utilities","Environmental Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund",2155,"$439.98M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","VUSE","ETF Series Solutions Trust Vident Core US Equity ETF",1532,"$451.29M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","ETON","Eton Pharmaceuticals, Inc.",2113,"$99.3M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","ETSY","Etsy, Inc.",2178,"$6.36B","2015","Miscellaneous","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","CLWT","Euro Tech Holdings Company Limited",1609,"$8.08M","1997","Consumer Durables","Diversified Electronic Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","EDRY","EuroDry Ltd.",2432,"$17.64M","n/a","Consumer Services","Marine Transportation","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","EEFT","Euronet Worldwide, Inc.",784,"$8.34B","1997","Finance","Investment Bankers/Brokers/Service","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","ESEA","Euroseas Ltd.",172,"$8.57M","n/a","Transportation","Marine Transportation","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","EVLO","Evelo Biosciences, Inc.",2106,"$176.01M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","EVBG","Everbridge, Inc.",2589,"$2.89B","2016","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","EVK","Ever-Glory International Group, Inc.",1565,"$48.85M","n/a","Consumer Non-Durables","Apparel","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","EVER","EverQuote, Inc.",1187,"$577.8M","2018","Technology","Computer Software: Programming, Data Processing","NASDAQ","Evernote","Redwood City","California","Hacking",5e+07,2013,37.485215,-122.236355,"EverQuote, Inc."
"1008","MRAM","Everspin Technologies, Inc.",2302,"$115.94M","2016","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","EVOP","EVO Payments, Inc.",1531,"$2.44B","2018","Miscellaneous","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","EVFM","Evofem Biosciences, Inc.",2092,"$245.12M","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","EVGN","Evogene Ltd.",323,"$41.77M","n/a","Basic Industries","Agricultural Chemicals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","EVOK","Evoke Pharma, Inc.",246,"$23.97M","2013","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","EOLS","Evolus, Inc.",856,"$472.8M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","EVOL","Evolving Systems, Inc.",209,"$9.73M","1998","Technology","EDP Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","EXAS","Exact Sciences Corporation",563,"$15.44B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","FLAG","Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S",1759,"$14.12M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa",1787,"$167.49M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","XELA","Exela Technologies, Inc.",266,"$172.51M","2015","Miscellaneous","Business Services","NASDAQ","Exponent Technologies, Inc.","Dallas","Texas","Portable Device",3250,2007,32.802955,-96.769923,"Exela Technologies, Inc."
"1019","EXEL","Exelixis, Inc.",978,"$6.01B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ","Exelixis","San Francisco","California","Portable Device",0,2013,37.77493,-122.419416,"Exelixis, Inc."
"1020","EXFO","EXFO Inc",1587,"$86.7M","n/a","Capital Goods","Electrical Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","XCUR","Exicure, Inc.",1035,"$182.39M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","EXLS","ExlService Holdings, Inc.",2379,"$2.31B","2006","Miscellaneous","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","EXPI","eXp World Holdings, Inc.",2536,"$543.97M","n/a","Finance","Real Estate","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","EXPE","Expedia Group, Inc.",663,"$19.06B","n/a","Consumer Services","Transportation Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","EXPD","Expeditors International of Washington, Inc.",2459,"$12.14B","n/a","Transportation","Oil Refining/Marketing","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","EXPO","Exponent, Inc.",2457,"$3.68B","n/a","Consumer Services","Professional Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","STAY","Extended Stay America, Inc.",682,"$2.65B","n/a","Consumer Services","Hotels/Resorts","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","XOG","Extraction Oil & Gas, Inc.",1859,"$555.1M","2016","Energy","Oil & Gas Production","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","EXTR","Extreme Networks, Inc.",2301,"$796.07M","1999","Technology","Computer Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","EYEG","Eyegate Pharmaceuticals, Inc.",1049,"$116.02M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","EYEN","Eyenovia, Inc.",1558,"$54.89M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","EYPT","EyePoint Pharmaceuticals, Inc.",310,"$159.45M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","EZPW","EZCORP, Inc.",2441,"$436.35M","1991","Consumer Services","Other Specialty Stores","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","FFIV","F5 Networks, Inc.",620,"$7.74B","1999","Technology","Computer Communications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","FB","Facebook, Inc.",940,"$529.71B","2012","Technology","Computer Software: Programming, Data Processing","NASDAQ","Facebook","Palo Alto","California","Unintended Disclosure",8e+07,2008,37.441883,-122.14302,"Facebook, Inc."
"1036","FB","Facebook, Inc.",940,"$529.71B","2012","Technology","Computer Software: Programming, Data Processing","NASDAQ","Facebook","Menlo Park","California","Hacking",0,2013,37.45296,-122.181725,"Facebook, Inc."
